 StateCode ,CountyCode,StateName,CountyName,ConfirmedCount_1992_1996,ConfirmedCount_1997_2001,ConfirmedCount_2002_2006,ConfirmedCount_2007_2011
16,71,Idaho,Oneida County,,,,
16,73,Idaho,Owyhee County,,,,
16,75,Idaho,Payette County,1.00,,,
16,77,Idaho,Power County,,,,
16,79,Idaho,Shoshone County,,,,
16,81,Idaho,Teton County,,,,
16,83,Idaho,Twin Falls County,1.00,,,
16,85,Idaho,Valley County,1.00,,,
16,87,Idaho,Washington County,,1.00,,
17,0,Illinois,Illinois,,,,
17,1,Illinois,Adams County,2.00,3.00,,3.00
17,3,Illinois,Alexander County,2.00,,,1.00
17,5,Illinois,Bond County,,,,1.00
17,7,Illinois,Boone County,,5.00,2.00,2.00
17,9,Illinois,Brown County,,,,
17,11,Illinois,Bureau County,,,2.00,4.00
17,13,Illinois,Calhoun County,,,1.00,
17,15,Illinois,Carroll County,,,2.00,15.00
17,17,Illinois,Cass County,,,,
17,19,Illinois,Champaign County,,,4.00,5.00
17,21,Illinois,Christian County,,,,1.00
17,23,Illinois,Clark County,,,,2.00
17,25,Illinois,Clay County,,,,
17,27,Illinois,Clinton County,1.00,,,
17,29,Illinois,Coles County,2.00,,,1.00
17,31,Illinois,Cook County,13.00,17.00,123.00,186.00
17,33,Illinois,Crawford County,,,,1.00
17,35,Illinois,Cumberland County,,,,
17,37,Illinois,DeKalb County,3.00,6.00,6.00,8.00
17,39,Illinois,De Witt County,1.00,,,
17,41,Illinois,Douglas County,,,,1.00
17,43,Illinois,DuPage County,6.00,8.00,42.00,102.00
17,45,Illinois,Edgar County,,,,1.00
17,47,Illinois,Edwards County,,,,
17,49,Illinois,Effingham County,,,,
17,51,Illinois,Fayette County,,,,
17,53,Illinois,Ford County,,,,2.00
17,55,Illinois,Franklin County,1.00,1.00,1.00,
17,57,Illinois,Fulton County,,,1.00,3.00
17,59,Illinois,Gallatin County,,,,
17,61,Illinois,Greene County,,,,1.00
17,63,Illinois,Grundy County,,4.00,4.00,7.00
17,65,Illinois,Hamilton County,,,,
17,67,Illinois,Hancock County,,,,
17,69,Illinois,Hardin County,,,,
17,71,Illinois,Henderson County,,,,
17,73,Illinois,Henry County,1.00,,3.00,3.00
17,75,Illinois,Iroquois County,1.00,1.00,1.00,2.00
17,77,Illinois,Jackson County,4.00,1.00,,
17,79,Illinois,Jasper County,1.00,,,
17,81,Illinois,Jefferson County,,,1.00,
17,83,Illinois,Jersey County,1.00,,,2.00
17,85,Illinois,Jo Daviess County,,1.00,50.00,17.00
17,87,Illinois,Johnson County,2.00,,,1.00
17,89,Illinois,Kane County,6.00,4.00,15.00,39.00
17,91,Illinois,Kankakee County,,,2.00,1.00
17,93,Illinois,Kendall County,,,1.00,1.00
17,95,Illinois,Knox County,,1.00,,1.00
17,97,Illinois,Lake County,5.00,3.00,22.00,44.00
17,99,Illinois,LaSalle County,6.00,,5.00,15.00
17,101,Illinois,Lawrence County,,,1.00,
17,103,Illinois,Lee County,1.00,,5.00,4.00
17,105,Illinois,Livingston County,,,1.00,
17,107,Illinois,Logan County,1.00,,,
17,109,Illinois,McDonough County,,,,
17,111,Illinois,McHenry County,11.00,1.00,28.00,34.00
17,113,Illinois,McLean County,1.00,3.00,1.00,13.00
17,115,Illinois,Macon County,,,1.00,3.00
17,117,Illinois,Macoupin County,1.00,,1.00,
17,119,Illinois,Madison County,1.00,2.00,1.00,2.00
17,121,Illinois,Marion County,,,2.00,3.00
17,123,Illinois,Marshall County,,,,2.00
17,125,Illinois,Mason County,,,,
17,127,Illinois,Massac County,,,,
17,129,Illinois,Menard County,,,,
17,131,Illinois,Mercer County,,,2.00,3.00
17,133,Illinois,Monroe County,,,,
17,135,Illinois,Montgomery County,,,,1.00
17,137,Illinois,Morgan County,1.00,2.00,1.00,
17,139,Illinois,Moultrie County,,1.00,1.00,
17,141,Illinois,Ogle County,1.00,8.00,18.00,23.00
17,143,Illinois,Peoria County,,1.00,8.00,14.00
17,145,Illinois,Perry County,1.00,,1.00,
17,147,Illinois,Piatt County,,,,
17,149,Illinois,Pike County,,4.00,4.00,7.00
17,151,Illinois,Pope County,,,,
17,153,Illinois,Pulaski County,1.00,1.00,,
17,155,Illinois,Putnam County,,,1.00,1.00
17,157,Illinois,Randolph County,1.00,,,
17,159,Illinois,Richland County,,3.00,,
17,161,Illinois,Rock Island County,5.00,5.00,11.00,12.00
17,163,Illinois,St. Clair County,,1.00,1.00,2.00
17,165,Illinois,Saline County,1.00,,1.00,
17,167,Illinois,Sangamon County,3.00,1.00,3.00,5.00
17,169,Illinois,Schuyler County,,,,
17,171,Illinois,Scott County,,,,
17,173,Illinois,Shelby County,,1.00,2.00,
17,175,Illinois,Stark County,,,,3.00
17,177,Illinois,Stephenson County,,2.00,2.00,7.00
17,179,Illinois,Tazewell County,2.00,1.00,1.00,11.00
17,181,Illinois,Union County,5.00,3.00,,2.00
17,183,Illinois,Vermilion County,1.00,,1.00,3.00
17,185,Illinois,Wabash County,,,,
17,187,Illinois,Warren County,,,,4.00
17,189,Illinois,Washington County,1.00,,,
17,191,Illinois,Wayne County,,,1.00,
17,193,Illinois,White County,,,,
17,195,Illinois,Whiteside County,3.00,3.00,1.00,3.00
17,197,Illinois,Will County,2.00,3.00,29.00,31.00
17,199,Illinois,Williamson County,6.00,1.00,,1.00
17,201,Illinois,Winnebago County,3.00,8.00,23.00,49.00
17,203,Illinois,Woodford County,1.00,1.00,1.00,6.00
18,0,Indiana,Indiana,2.00,4.00,,30.00
18,1,Indiana,Adams County,1.00,3.00,1.00,1.00
18,3,Indiana,Allen County,2.00,11.00,6.00,9.00
18,5,Indiana,Bartholomew County,,,1.00,
18,7,Indiana,Benton County,2.00,,,1.00
18,9,Indiana,Blackford County,,,,
18,11,Indiana,Boone County,2.00,3.00,1.00,2.00
18,13,Indiana,Brown County,,,,
18,15,Indiana,Carroll County,,,,2.00
18,17,Indiana,Cass County,1.00,,4.00,2.00
18,19,Indiana,Clark County,,1.00,1.00,
18,21,Indiana,Clay County,,1.00,1.00,1.00
18,23,Indiana,Clinton County,,,,1.00
18,25,Indiana,Crawford County,,3.00,,1.00
18,27,Indiana,Daviess County,,1.00,,1.00
18,29,Indiana,Dearborn County,2.00,,,
18,31,Indiana,Decatur County,,,,
18,33,Indiana,DeKalb County,1.00,,1.00,
18,35,Indiana,Delaware County,1.00,,1.00,
18,37,Indiana,Dubois County,1.00,,,
18,39,Indiana,Elkhart County,1.00,,5.00,5.00
18,41,Indiana,Fayette County,,1.00,,
18,43,Indiana,Floyd County,,4.00,1.00,1.00
18,45,Indiana,Fountain County,,,1.00,4.00
18,47,Indiana,Franklin County,,1.00,,
18,49,Indiana,Fulton County,,,,1.00
18,51,Indiana,Gibson County,2.00,,,
18,53,Indiana,Grant County,,1.00,1.00,
18,55,Indiana,Greene County,1.00,1.00,,3.00
18,57,Indiana,Hamilton County,1.00,4.00,3.00,17.00
18,59,Indiana,Hancock County,1.00,,,
18,61,Indiana,Harrison County,,2.00,,
18,63,Indiana,Hendricks County,1.00,2.00,4.00,1.00
18,65,Indiana,Henry County,2.00,,,
18,67,Indiana,Howard County,6.00,3.00,2.00,5.00
18,69,Indiana,Huntington County,,1.00,,
18,71,Indiana,Jackson County,,1.00,,
18,73,Indiana,Jasper County,,,2.00,5.00
18,75,Indiana,Jay County,1.00,,2.00,
18,77,Indiana,Jefferson County,,1.00,,
18,79,Indiana,Jennings County,,2.00,1.00,
18,81,Indiana,Johnson County,5.00,1.00,2.00,3.00
18,83,Indiana,Knox County,,,,
18,85,Indiana,Kosciusko County,,,1.00,2.00
18,87,Indiana,LaGrange County,,1.00,1.00,2.00
18,89,Indiana,Lake County,3.00,7.00,10.00,19.00
18,91,Indiana,LaPorte County,,2.00,11.00,23.00
18,93,Indiana,Lawrence County,1.00,5.00,,1.00
18,95,Indiana,Madison County,3.00,3.00,2.00,1.00
18,97,Indiana,Marion County,8.00,14.00,10.00,5.00
18,99,Indiana,Marshall County,,1.00,2.00,11.00
18,101,Indiana,Martin County,,1.00,1.00,
18,103,Indiana,Miami County,2.00,,1.00,
18,105,Indiana,Monroe County,1.00,6.00,7.00,4.00
18,107,Indiana,Montgomery County,,1.00,,8.00
18,109,Indiana,Morgan County,4.00,2.00,,3.00
18,111,Indiana,Newton County,,,,1.00
18,113,Indiana,Noble County,2.00,1.00,1.00,
18,115,Indiana,Ohio County,,,,
18,117,Indiana,Orange County,,1.00,,
18,119,Indiana,Owen County,1.00,,,5.00
18,121,Indiana,Parke County,1.00,,,2.00
18,123,Indiana,Perry County,5.00,1.00,,3.00
18,125,Indiana,Pike County,,,,1.00
18,127,Indiana,Porter County,1.00,4.00,13.00,37.00
18,129,Indiana,Posey County,,,,
18,131,Indiana,Pulaski County,,1.00,3.00,4.00
18,133,Indiana,Putnam County,1.00,1.00,,1.00
18,135,Indiana,Randolph County,1.00,1.00,,
18,137,Indiana,Ripley County,1.00,1.00,,1.00
18,139,Indiana,Rush County,,,1.00,
18,141,Indiana,St. Joseph County,7.00,4.00,10.00,31.00
18,143,Indiana,Scott County,,,1.00,
18,145,Indiana,Shelby County,3.00,1.00,,
18,147,Indiana,Spencer County,2.00,1.00,1.00,
18,149,Indiana,Starke County,,2.00,,12.00
18,151,Indiana,Steuben County,1.00,1.00,1.00,
18,153,Indiana,Sullivan County,,,2.00,
18,155,Indiana,Switzerland County,,,,
18,157,Indiana,Tippecanoe County,1.00,6.00,5.00,8.00
18,159,Indiana,Tipton County,1.00,1.00,,1.00
18,161,Indiana,Union County,1.00,,,
18,163,Indiana,Vanderburgh County,20.00,8.00,4.00,7.00
18,165,Indiana,Vermillion County,,,,
18,167,Indiana,Vigo County,,3.00,,4.00
18,169,Indiana,Wabash County,,,,
18,171,Indiana,Warren County,,,3.00,3.00
18,173,Indiana,Warrick County,7.00,1.00,2.00,4.00
18,175,Indiana,Washington County,,5.00,2.00,
18,177,Indiana,Wayne County,6.00,1.00,,
18,179,Indiana,Wells County,2.00,1.00,,1.00
18,181,Indiana,White County,,1.00,,
18,183,Indiana,Whitley County,2.00,,1.00,
19,0,Iowa,Iowa,,,,
19,1,Iowa,Adair County,,,1.00,
19,3,Iowa,Adams County,,,,
19,5,Iowa,Allamakee County,3.00,7.00,17.00,18.00
19,7,Iowa,Appanoose County,,,1.00,
19,9,Iowa,Audubon County,,,,
19,11,Iowa,Benton County,1.00,6.00,5.00,2.00
19,13,Iowa,Black Hawk County,2.00,4.00,9.00,6.00
19,15,Iowa,Boone County,,1.00,3.00,1.00
19,17,Iowa,Bremer County,1.00,1.00,2.00,2.00
19,19,Iowa,Buchanan County,,,2.00,2.00
19,21,Iowa,Buena Vista County,1.00,1.00,,
19,23,Iowa,Butler County,,,1.00,1.00
19,25,Iowa,Calhoun County,,,,
19,27,Iowa,Carroll County,1.00,1.00,1.00,
19,29,Iowa,Cass County,,,,1.00
19,31,Iowa,Cedar County,,1.00,3.00,2.00
19,33,Iowa,Cerro Gordo County,3.00,1.00,2.00,
19,35,Iowa,Cherokee County,,3.00,3.00,
19,37,Iowa,Chickasaw County,,,2.00,
19,39,Iowa,Clarke County,,,,1.00
19,41,Iowa,Clay County,,,,
19,43,Iowa,Clayton County,2.00,5.00,15.00,36.00
19,45,Iowa,Clinton County,,3.00,2.00,6.00
19,47,Iowa,Crawford County,,1.00,,
19,49,Iowa,Dallas County,,,2.00,5.00
19,51,Iowa,Davis County,5.00,2.00,,
19,53,Iowa,Decatur County,,1.00,1.00,1.00
19,55,Iowa,Delaware County,,,5.00,5.00
19,57,Iowa,Des Moines County,4.00,2.00,3.00,3.00
19,59,Iowa,Dickinson County,1.00,1.00,2.00,1.00
19,61,Iowa,Dubuque County,1.00,1.00,19.00,28.00
19,63,Iowa,Emmet County,,,,
19,65,Iowa,Fayette County,,2.00,8.00,14.00
19,67,Iowa,Floyd County,,1.00,1.00,
19,69,Iowa,Franklin County,,,,1.00
19,71,Iowa,Fremont County,,,2.00,
19,73,Iowa,Greene County,,1.00,2.00,1.00
19,75,Iowa,Grundy County,,,,
19,77,Iowa,Guthrie County,1.00,,1.00,
19,79,Iowa,Hamilton County,,,2.00,3.00
19,81,Iowa,Hancock County,,,,
19,83,Iowa,Hardin County,,,3.00,2.00
19,85,Iowa,Harrison County,1.00,,,
19,87,Iowa,Henry County,,1.00,1.00,1.00
19,89,Iowa,Howard County,,1.00,3.00,3.00
19,91,Iowa,Humboldt County,1.00,,,
19,93,Iowa,Ida County,,,,
19,95,Iowa,Iowa County,1.00,5.00,8.00,17.00
19,97,Iowa,Jackson County,,1.00,5.00,12.00
19,99,Iowa,Jasper County,3.00,3.00,5.00,2.00
19,101,Iowa,Jefferson County,,1.00,1.00,
19,103,Iowa,Johnson County,5.00,9.00,37.00,93.00
19,105,Iowa,Jones County,,1.00,2.00,1.00
19,107,Iowa,Keokuk County,1.00,,3.00,1.00
19,109,Iowa,Kossuth County,,,2.00,1.00
19,111,Iowa,Lee County,2.00,2.00,2.00,5.00
19,113,Iowa,Linn County,6.00,12.00,24.00,37.00
19,115,Iowa,Louisa County,1.00,,2.00,5.00
19,117,Iowa,Lucas County,,,,2.00
19,119,Iowa,Lyon County,,,1.00,
19,121,Iowa,Madison County,,,,1.00
19,123,Iowa,Mahaska County,1.00,2.00,1.00,1.00
19,125,Iowa,Marion County,4.00,3.00,4.00,2.00
19,127,Iowa,Marshall County,,1.00,6.00,2.00
19,129,Iowa,Mills County,,,1.00,
19,131,Iowa,Mitchell County,,,,1.00
19,133,Iowa,Monona County,,,,
19,135,Iowa,Monroe County,1.00,1.00,1.00,2.00
19,137,Iowa,Montgomery County,,,,
19,139,Iowa,Muscatine County,2.00,5.00,23.00,13.00
19,141,Iowa,O'Brien County,1.00,,,
19,143,Iowa,Osceola County,,,,
19,145,Iowa,Page County,1.00,,,
19,147,Iowa,Palo Alto County,,,1.00,
19,149,Iowa,Plymouth County,,,1.00,2.00
19,151,Iowa,Pocahontas County,,,1.00,1.00
19,153,Iowa,Polk County,11.00,9.00,19.00,21.00
19,155,Iowa,Pottawattamie County,,1.00,2.00,1.00
19,157,Iowa,Poweshiek County,,1.00,1.00,3.00
19,159,Iowa,Ringgold County,,,,
19,161,Iowa,Sac County,,,,
19,163,Iowa,Scott County,10.00,11.00,24.00,14.00
19,165,Iowa,Shelby County,,,,1.00
19,167,Iowa,Sioux County,,,,1.00
19,169,Iowa,Story County,1.00,3.00,15.00,5.00
19,171,Iowa,Tama County,,,,
19,173,Iowa,Taylor County,,,,
19,175,Iowa,Union County,1.00,,,
19,177,Iowa,Van Buren County,,,,
19,179,Iowa,Wapello County,4.00,3.00,4.00,1.00
19,181,Iowa,Warren County,,1.00,2.00,4.00
19,183,Iowa,Washington County,2.00,,,3.00
19,185,Iowa,Wayne County,,,2.00,
19,187,Iowa,Webster County,3.00,4.00,4.00,2.00
19,189,Iowa,Winnebago County,1.00,,,
19,191,Iowa,Winneshiek County,1.00,1.00,7.00,16.00
19,193,Iowa,Woodbury County,1.00,1.00,,1.00
19,195,Iowa,Worth County,,,,3.00
19,197,Iowa,Wright County,1.00,,,2.00
20,0,Kansas,Kansas,,,,
20,1,Kansas,Allen County,2.00,,,
20,3,Kansas,Anderson County,,,,
20,5,Kansas,Atchison County,5.00,2.00,,
20,7,Kansas,Barber County,,,1.00,
20,9,Kansas,Barton County,,,,
20,11,Kansas,Bourbon County,,1.00,,1.00
20,13,Kansas,Brown County,,,1.00,
20,15,Kansas,Butler County,6.00,7.00,1.00,2.00
20,17,Kansas,Chase County,,,,
20,19,Kansas,Chautauqua County,,,,
20,21,Kansas,Cherokee County,1.00,2.00,,
20,23,Kansas,Cheyenne County,2.00,,,
20,25,Kansas,Clark County,,,,
20,27,Kansas,Clay County,1.00,,,
20,29,Kansas,Cloud County,,1.00,,
20,31,Kansas,Coffey County,,,,
20,33,Kansas,Comanche County,,,,
20,35,Kansas,Cowley County,,,,1.00
20,37,Kansas,Crawford County,1.00,3.00,,1.00
20,39,Kansas,Decatur County,,,,
20,41,Kansas,Dickinson County,,,,
20,43,Kansas,Doniphan County,2.00,1.00,,
20,45,Kansas,Douglas County,12.00,3.00,5.00,4.00
20,47,Kansas,Edwards County,,,,
20,49,Kansas,Elk County,1.00,1.00,,
20,51,Kansas,Ellis County,,,,1.00
20,53,Kansas,Ellsworth County,,,,
20,55,Kansas,Finney County,,,,
20,57,Kansas,Ford County,2.00,,1.00,
20,59,Kansas,Franklin County,1.00,1.00,,1.00
20,61,Kansas,Geary County,1.00,,,
20,63,Kansas,Gove County,,,,
20,65,Kansas,Graham County,,,,
20,67,Kansas,Grant County,,1.00,,
20,69,Kansas,Gray County,,,,
20,71,Kansas,Greeley County,,,,
20,73,Kansas,Greenwood County,,,,
20,75,Kansas,Hamilton County,,,,
20,77,Kansas,Harper County,,,,
20,79,Kansas,Harvey County,1.00,3.00,,
20,81,Kansas,Haskell County,,,,
20,83,Kansas,Hodgeman County,,,,
20,85,Kansas,Jackson County,,,,
20,87,Kansas,Jefferson County,5.00,1.00,,2.00
20,89,Kansas,Jewell County,,,,
20,91,Kansas,Johnson County,39.00,,4.00,21.00
20,93,Kansas,Kearny County,,,,
20,95,Kansas,Kingman County,2.00,,,
20,97,Kansas,Kiowa County,,,,
20,99,Kansas,Labette County,,,1.00,
20,101,Kansas,Lane County,,,,
20,103,Kansas,Leavenworth County,5.00,3.00,1.00,3.00
20,105,Kansas,Lincoln County,,,,
20,107,Kansas,Linn County,,,,
20,109,Kansas,Logan County,1.00,1.00,,
20,111,Kansas,Lyon County,1.00,,,
20,113,Kansas,McPherson County,,1.00,,
20,115,Kansas,Marion County,,,,
20,117,Kansas,Marshall County,,1.00,,
20,119,Kansas,Meade County,,,,
20,121,Kansas,Miami County,,1.00,1.00,
20,123,Kansas,Mitchell County,,,,
20,125,Kansas,Montgomery County,5.00,1.00,,1.00
20,127,Kansas,Morris County,1.00,,,
20,129,Kansas,Morton County,,,,
20,131,Kansas,Nemaha County,,,,
20,133,Kansas,Neosho County,,,,1.00
20,135,Kansas,Ness County,,1.00,,
20,137,Kansas,Norton County,,,,
20,139,Kansas,Osage County,3.00,,,1.00
20,141,Kansas,Osborne County,,,,
20,143,Kansas,Ottawa County,,1.00,,
20,145,Kansas,Pawnee County,,,,
20,147,Kansas,Phillips County,,,,
20,149,Kansas,Pottawatomie County,,,1.00,
20,151,Kansas,Pratt County,,,,
20,153,Kansas,Rawlins County,1.00,,,
20,155,Kansas,Reno County,5.00,,,5.00
20,157,Kansas,Republic County,,,,
20,159,Kansas,Rice County,,1.00,,
20,161,Kansas,Riley County,3.00,1.00,1.00,4.00
20,163,Kansas,Rooks County,,,,
20,165,Kansas,Rush County,,,,
20,167,Kansas,Russell County,,,,
20,169,Kansas,Saline County,1.00,1.00,,2.00
20,171,Kansas,Scott County,,,,
20,173,Kansas,Sedgwick County,6.00,6.00,,4.00
20,175,Kansas,Seward County,,,,
20,177,Kansas,Shawnee County,16.00,4.00,3.00,
20,179,Kansas,Sheridan County,,,,
20,181,Kansas,Sherman County,,,,
20,183,Kansas,Smith County,,,,
20,185,Kansas,Stafford County,,,,1.00
20,187,Kansas,Stanton County,,,,
20,189,Kansas,Stevens County,,,,
20,191,Kansas,Sumner County,,,,
20,193,Kansas,Thomas County,,,,
20,195,Kansas,Trego County,,,,
20,197,Kansas,Wabaunsee County,2.00,1.00,,
20,199,Kansas,Wallace County,,,,
20,201,Kansas,Washington County,,,,
20,203,Kansas,Wichita County,,,,
20,205,Kansas,Wilson County,,1.00,,
20,207,Kansas,Woodson County,,,,
20,209,Kansas,Wyandotte County,14.00,,,4.00
21,0,Kentucky,Kentucky,,15.00,,
21,1,Kentucky,Adair County,,1.00,,1.00
21,3,Kentucky,Allen County,,1.00,,
21,5,Kentucky,Anderson County,,,1.00,
21,7,Kentucky,Ballard County,1.00,1.00,,
21,9,Kentucky,Barren County,2.00,,,
21,11,Kentucky,Bath County,,,,
21,13,Kentucky,Bell County,,,,
21,15,Kentucky,Boone County,2.00,5.00,,
21,17,Kentucky,Bourbon County,1.00,,,
21,19,Kentucky,Boyd County,,,,
21,21,Kentucky,Boyle County,,1.00,,
21,23,Kentucky,Bracken County,,,,
21,25,Kentucky,Breathitt County,,,,
21,27,Kentucky,Breckinridge County,,,,
21,29,Kentucky,Bullitt County,,1.00,1.00,1.00
21,31,Kentucky,Butler County,1.00,3.00,,
21,33,Kentucky,Caldwell County,1.00,,,
21,35,Kentucky,Calloway County,2.00,,,
21,37,Kentucky,Campbell County,,1.00,,
21,39,Kentucky,Carlisle County,,,,
21,41,Kentucky,Carroll County,,,,
21,43,Kentucky,Carter County,1.00,,,
21,45,Kentucky,Casey County,1.00,,,
21,47,Kentucky,Christian County,4.00,9.00,3.00,1.00
21,49,Kentucky,Clark County,,1.00,1.00,
21,51,Kentucky,Clay County,,1.00,,
21,53,Kentucky,Clinton County,,1.00,,
21,55,Kentucky,Crittenden County,4.00,,,
21,57,Kentucky,Cumberland County,,,1.00,
21,59,Kentucky,Daviess County,4.00,4.00,,
21,61,Kentucky,Edmonson County,1.00,,,
21,63,Kentucky,Elliott County,,,,
21,65,Kentucky,Estill County,,,1.00,
21,67,Kentucky,Fayette County,5.00,5.00,4.00,1.00
21,69,Kentucky,Fleming County,,,,
21,71,Kentucky,Floyd County,2.00,,1.00,
21,73,Kentucky,Franklin County,,,,
21,75,Kentucky,Fulton County,,,,
21,77,Kentucky,Gallatin County,,,,
21,79,Kentucky,Garrard County,,,,
21,81,Kentucky,Grant County,,1.00,,
21,83,Kentucky,Graves County,1.00,,2.00,
21,85,Kentucky,Grayson County,4.00,4.00,2.00,1.00
21,87,Kentucky,Green County,1.00,1.00,2.00,
21,89,Kentucky,Greenup County,1.00,,,
21,91,Kentucky,Hancock County,1.00,1.00,1.00,
21,93,Kentucky,Hardin County,5.00,7.00,5.00,2.00
21,95,Kentucky,Harlan County,,,,
21,97,Kentucky,Harrison County,,,,
21,99,Kentucky,Hart County,,,,
21,101,Kentucky,Henderson County,4.00,,2.00,1.00
21,103,Kentucky,Henry County,,,,
21,105,Kentucky,Hickman County,1.00,,,
21,107,Kentucky,Hopkins County,,1.00,,
21,109,Kentucky,Jackson County,,,,
21,111,Kentucky,Jefferson County,9.00,10.00,11.00,5.00
21,113,Kentucky,Jessamine County,,,,
21,115,Kentucky,Johnson County,2.00,,,
21,117,Kentucky,Kenton County,3.00,,2.00,
21,119,Kentucky,Knott County,,,,
21,121,Kentucky,Knox County,,,,
21,123,Kentucky,Larue County,1.00,,1.00,
21,125,Kentucky,Laurel County,,,,1.00
21,127,Kentucky,Lawrence County,,,,
21,129,Kentucky,Lee County,,,,
21,131,Kentucky,Leslie County,,,,
21,133,Kentucky,Letcher County,,,,
21,135,Kentucky,Lewis County,1.00,,,
21,137,Kentucky,Lincoln County,,1.00,,
21,139,Kentucky,Livingston County,3.00,1.00,1.00,
21,141,Kentucky,Logan County,2.00,1.00,2.00,1.00
21,143,Kentucky,Lyon County,1.00,,,
21,145,Kentucky,McCracken County,3.00,2.00,1.00,
21,147,Kentucky,McCreary County,,,,
21,149,Kentucky,McLean County,,,,
21,151,Kentucky,Madison County,2.00,,1.00,1.00
21,153,Kentucky,Magoffin County,,,,
21,155,Kentucky,Marion County,,1.00,1.00,
21,157,Kentucky,Marshall County,1.00,,1.00,
21,159,Kentucky,Martin County,,2.00,,
21,161,Kentucky,Mason County,,,1.00,
21,163,Kentucky,Meade County,5.00,1.00,2.00,
21,165,Kentucky,Menifee County,,,,
21,167,Kentucky,Mercer County,,,,
21,169,Kentucky,Metcalfe County,1.00,,1.00,1.00
21,171,Kentucky,Monroe County,,,,
21,173,Kentucky,Montgomery County,1.00,1.00,1.00,
21,175,Kentucky,Morgan County,,1.00,,
21,177,Kentucky,Muhlenberg County,1.00,3.00,1.00,
21,179,Kentucky,Nelson County,,,6.00,
21,181,Kentucky,Nicholas County,,,,
21,183,Kentucky,Ohio County,2.00,,1.00,
21,185,Kentucky,Oldham County,2.00,,,
21,187,Kentucky,Owen County,,,,
21,189,Kentucky,Owsley County,1.00,,,
21,191,Kentucky,Pendleton County,,,,
21,193,Kentucky,Perry County,,,,
21,195,Kentucky,Pike County,1.00,1.00,,
21,197,Kentucky,Powell County,,,,
21,199,Kentucky,Pulaski County,3.00,,2.00,
21,201,Kentucky,Robertson County,,,,
21,203,Kentucky,Rockcastle County,,1.00,,
21,205,Kentucky,Rowan County,1.00,,2.00,
21,207,Kentucky,Russell County,2.00,,,1.00
21,209,Kentucky,Scott County,,1.00,2.00,
21,211,Kentucky,Shelby County,,,,
21,213,Kentucky,Simpson County,,,,1.00
21,215,Kentucky,Spencer County,1.00,1.00,,
21,217,Kentucky,Taylor County,1.00,1.00,2.00,
21,219,Kentucky,Todd County,,,,
21,221,Kentucky,Trigg County,,1.00,,
21,223,Kentucky,Trimble County,,,,
21,225,Kentucky,Union County,,1.00,,
21,227,Kentucky,Warren County,8.00,4.00,,1.00
21,229,Kentucky,Washington County,,,,
21,231,Kentucky,Wayne County,,,,
21,233,Kentucky,Webster County,2.00,1.00,,
21,235,Kentucky,Whitley County,,1.00,,
21,237,Kentucky,Wolfe County,,,,
21,239,Kentucky,Woodford County,,,,
22,0,Louisiana,Louisiana,,1.00,,
22,1,Louisiana,Acadia Parish,,,1.00,
22,3,Louisiana,Allen Parish,1.00,,1.00,
22,5,Louisiana,Ascension Parish,,1.00,2.00,
22,7,Louisiana,Assumption Parish,,,,
22,9,Louisiana,Avoyelles Parish,,,1.00,
22,11,Louisiana,Beauregard Parish,,,,
22,13,Louisiana,Bienville Parish,1.00,,,
22,15,Louisiana,Bossier Parish,1.00,2.00,,
22,17,Louisiana,Caddo Parish,4.00,4.00,1.00,2.00
22,19,Louisiana,Calcasieu Parish,,2.00,2.00,
22,21,Louisiana,Caldwell Parish,,,,
22,23,Louisiana,Cameron Parish,,,,
22,25,Louisiana,Catahoula Parish,,,,
22,27,Louisiana,Claiborne Parish,,,,
22,29,Louisiana,Concordia Parish,,1.00,,
22,31,Louisiana,De Soto Parish,1.00,,,
22,33,Louisiana,East Baton Rouge Parish,2.00,1.00,1.00,1.00
22,35,Louisiana,East Carroll Parish,,,,
22,37,Louisiana,East Feliciana Parish,,,,
22,39,Louisiana,Evangeline Parish,,,1.00,
22,41,Louisiana,Franklin Parish,1.00,,,
22,43,Louisiana,Grant Parish,,,1.00,
22,45,Louisiana,Iberia Parish,1.00,,,
22,47,Louisiana,Iberville Parish,1.00,,1.00,
22,49,Louisiana,Jackson Parish,,,,
22,51,Louisiana,Jefferson Parish,2.00,5.00,,
22,53,Louisiana,Jefferson Davis Parish,,,,
22,55,Louisiana,Lafayette Parish,,4.00,,
22,57,Louisiana,Lafourche Parish,,3.00,,
22,59,Louisiana,La Salle Parish,,,,
22,61,Louisiana,Lincoln Parish,,,,
22,63,Louisiana,Livingston Parish,2.00,1.00,,1.00
22,65,Louisiana,Madison Parish,,1.00,,
22,67,Louisiana,Morehouse Parish,,,1.00,
22,69,Louisiana,Natchitoches Parish,,,,
22,71,Louisiana,Orleans Parish,2.00,4.00,1.00,
22,73,Louisiana,Ouachita Parish,3.00,,,
22,75,Louisiana,Plaquemines Parish,,,,
22,77,Louisiana,Pointe Coupee Parish,,1.00,,
22,79,Louisiana,Rapides Parish,1.00,,1.00,
22,81,Louisiana,Red River Parish,,,,
22,83,Louisiana,Richland Parish,,,1.00,
22,85,Louisiana,Sabine Parish,,1.00,,
22,87,Louisiana,St. Bernard Parish,,,,1.00
22,89,Louisiana,St. Charles Parish,1.00,,,1.00
22,91,Louisiana,St. Helena Parish,,1.00,,
22,93,Louisiana,St. James Parish,,,,
